title,authors,year,venue,category,tags,paper_url,project_url,code_url,dataset_url,code_status,real_robot,robot_platform,summary
I'M HOI: Inertia-aware Monocular Capture of 3D Human-Object Interactions,"Chengfeng Zhao, Juze Zhang, Jiashen Du, Ziwei Shan, Junye Wang, Jingyi Yu, Jingya Wang, Lan Xu",2024,CVPR 2024,Human-Object Interaction Motion Generation,"monocular, IMU, dataset, capture",https://arxiv.org/abs/2312.08869,,https://github.com/AfterJourney00/IMHD-Dataset,IMHD2,⭐ Code,no,,Monocular HOI capture using inertia (IMU) cues; new IMHD2 dataset.
I-CTRL: Imitation to Control Humanoid Robots Through Bounded Residual RL,"Yashuai Yan, Esteve Valls Mascaro, Tobias Egle, Dongheui Lee",2024,IEEE RAM 2024 (Special Issue on Humanoids),Whole-Body Motion Tracking and Imitation,"bounded-residual, constrained-RL, four-robots, retargeting",https://arxiv.org/abs/2405.08726,https://evm7.github.io/I-CTRL/,https://github.com/Evm7/I-CTRL,,⭐ Code,no,4 humanoids (sim),Constrained residual RL on top of kinematic retargeting; one agent imitates large-scale data across 4 robots.
InterDreamer: Zero-Shot Text to 3D Dynamic Human-Object Interaction,"Sirui Xu, Ziyin Wang, Yu-Xiong Wang, Liang-Yan Gui",2024,NeurIPS 2024,Human-Object Interaction Motion Generation,"zero-shot, LLM, world-model, decoupled-semantics-dynamics",https://arxiv.org/abs/2403.19652,https://sirui-xu.github.io/InterDreamer/,https://github.com/Sirui-Xu/InterDreamer,,⭐ Code,no,,Zero-shot text-to-HOI via LLM planning + text-to-motion + learned world model.
Isaac Lab (and Isaac Sim),NVIDIA Robotics,2024,NVIDIA technical release,Datasets and Benchmarks,"GPU-sim, locomotion, manipulation, humanoid",,https://isaac-sim.github.io/IsaacLab/,https://github.com/isaac-sim/IsaacLab,,⭐ Code,no,,Successor to Isaac Gym; PhysX-GPU framework with humanoid/manip task suites.
Learning Smooth Humanoid Locomotion through Lipschitz-Constrained Policies,,2024,arXiv 2024.10,Whole-Body Motion Tracking and Imitation,,https://arxiv.org/abs/2410.11825,https://lipschitz-constrained-policy.github.io/,https://github.com/zixuan417/smooth-humanoid-locomotion,,⭐ Code,no,,Lipschitz-constrained policies yield smooth humanoid locomotion.
ManiSkill3 - GPU Parallelized Robotics Simulation,"Stone Tao, Fanbo Xiang, Arth Shukla, et al.",2024,arXiv preprint,Datasets and Benchmarks,"GPU-sim, manipulation, dex, mobile, humanoid",https://arxiv.org/abs/2410.00425,https://www.maniskill.ai/,https://github.com/haosulab/ManiSkill,,⭐ Code,no,,Open-source GPU-parallel simulator (SAPIEN) hitting 30K+ FPS across 12 task domains.
MaskedMimic: Unified Physics-Based Character Control Through Masked Motion Inpainting,"Chen Tessler, Yunrong Guo, Ofir Nabati, Gal Chechik, Xue Bin Peng",2024,SIGGRAPH Asia 2024,Whole-Body Motion Tracking and Imitation,"unified-control, masked-motion, inpainting, multi-modal, character-anim",https://arxiv.org/abs/2409.14393,https://research.nvidia.com/labs/par/maskedmimic/,https://github.com/NVlabs/ProtoMotions,,⭐ Code,no,simulated humanoid,"Single transformer controller that solves tracking, joystick, keyframe, text, and object-interaction control via masked motion inpainting."
MimicKit,Xue Bin Peng,2024-2025,open-source toolkit,Whole-Body Motion Tracking and Imitation,"framework, AMP, DeepMimic, character-anim",https://github.com/xbpeng/MimicKit,https://github.com/xbpeng/MimicKit,https://github.com/xbpeng/MimicKit,,⭐ Code,no,simulated humanoid,"Lightweight unified suite implementing DeepMimic, AMP, and friends for motion imitation training."
Mink — Differential Inverse Kinematics in Python (MuJoCo),Kevin Zakka,2024,open-source library,Human-to-Humanoid Retargeting,"IK, retargeting-tool, MuJoCo, library",https://kevinzakka.github.io/mink/,https://kevinzakka.github.io/mink/,https://github.com/kevinzakka/mink,,⭐ Code,no,"G1, H1, Apollo, dual arms, dexterous hands","Composable task-space IK on MuJoCo used by GMR, ProtoMotions, and many teleop stacks for retargeting and live tracking."
MoConVQ: Unified Physics-Based Motion Control via Scalable Discrete Representations,"Heyuan Yao, Zhenhua Song, Yuyang Zhou, Tenglong Ao, Baoquan Chen, Libin Liu",2024,SIGGRAPH 2024 (TOG),Whole-Body Motion Tracking and Imitation,"VQ-VAE, model-based-RL, character-anim, language",https://arxiv.org/abs/2310.10198,https://moconvq.github.io/,https://github.com/heyuanYao-PKU/MoConVQ,,⭐ Code,no,simulated humanoid,VQ-VAE + model-based RL motion controller scalable to tens of hours of data; integrates with LLMs.
"Move as You Say, Interact as You Can (AffordMotion)","Zan Wang, Yixin Chen, Baoxiong Jia, Puhao Li, Jinlu Zhang, Jingze Zhang, Tengyu Liu, Yixin Zhu, Wei Liang, Siyuan Huang",2024,CVPR 2024 (Highlight),Object-Aware Human Motion Synthesis,"affordance, diffusion, language-conditioned, scene",https://arxiv.org/abs/2403.18036,https://afford-motion.github.io/,https://github.com/afford-motion/afford-motion,,⭐ Code,no,,Scene affordance map as intermediate; cascaded ADM (affordance) + AMDM (motion) diffusion.
NIFTY: Neural Object Interaction Fields for Guided Human Motion Synthesis,"Nilesh Kulkarni, Davis Rempe, Kyle Genova, Abhijit Kundu, Justin Johnson, David Fouhey, Leonidas Guibas",2024,CVPR 2024,Human-Object Interaction Motion Generation,"diffusion, neural-field, contact, affordance, synthetic-data",https://arxiv.org/abs/2307.07511,https://nileshkulkarni.github.io/nifty/,https://github.com/nileshkulkarni/nifty,,⭐ Code,no,,Object-attached neural interaction field guides motion diffusion toward valid contacts.
OakInk2 - Bimanual Hand-Object Manipulation in Complex Tasks,"Xinyu Zhan, Lixin Yang, Yifei Zhao, et al.",2024,CVPR 2024,Datasets and Benchmarks,"bimanual, daily-tasks, primitive-tasks, complex-tasks",https://arxiv.org/abs/2403.19417,https://oakink.net/v2/,https://github.com/oakink/OakInk2,https://oakink.net/v2/,⭐ Code,no,,Bimanual hand-object manipulation organized as Affordance/Primitive/Complex hierarchy.
Omnigrasp: Grasping Diverse Objects with Simulated Humanoids,"Zhengyi Luo, Jinkun Cao, Sammy Christen, Alexander Winkler, Kris Kitani, Weipeng Xu",2024,NeurIPS 2024,Related Character Animation and Physics-Based Motion Generation,"whole-body-grasping, dexterous, motion-prior, hierarchical-RL",https://arxiv.org/abs/2407.11385,https://www.zhengyiluo.com/Omnigrasp-Site/,https://github.com/ZhengyiLuo/Omnigrasp,,⭐ Code,no,sim-only SMPL-X humanoid with hands,Hierarchical RL on PULSE motion prior enables a humanoid to grasp 1200+ objects on diverse trajectories.
ParaHome - Parameterizing Everyday Home Activities,"Jeonghwan Kim, Jisoo Kim, Jeonghyeon Na, Hanbyul Joo",2024,arXiv preprint,Datasets and Benchmarks,"HOI, home, articulated, hand-finger",https://arxiv.org/abs/2401.10232,https://jlogkim.github.io/parahome/,https://github.com/snuvclab/ParaHome,ParaHome,⭐ Code,no,,"38 subjects, 22 objects, 486 minutes of body+hand+object dynamics in studio apartment."
PULSE: Universal Humanoid Motion Representations for Physics-Based Control,"Zhengyi Luo, Jinkun Cao, Josh Merel, Alexander Winkler, Jing Huang, Kris Kitani, Weipeng Xu",2024,ICLR 2024 (Spotlight),Whole-Body Motion Tracking and Imitation,"motion-latent, VAE, hierarchical-RL, character-anim",https://arxiv.org/abs/2310.04582,http://www.zhengyiluo.com/PULSE/,https://github.com/ZhengyiLuo/PULSE,,⭐ Code,no,SMPL humanoid,Distills PHC into a 32-D variational motion latent that covers 99.8% of AMASS and serves as a foundation prior for downstream hierarchical RL.
RoboCasa - Large-Scale Simulation of Everyday Tasks,"Soroush Nasiriany, Abhiram Maddukuri, Lance Zhang, et al.",2024,RSS 2024,Datasets and Benchmarks,"kitchen, generative-scenes, manipulation",https://arxiv.org/abs/2406.02523,https://robocasa.ai/,https://github.com/robocasa/robocasa,,⭐ Code,no,,100 kitchen tasks (25 atomic + 75 composite) in generative diverse scenes.
SkillMimic: Learning Reusable Basketball Skills from Demonstrations,"Yinhuai Wang, Qihan Zhao, Runyi Yu, Hok Wai Tsui, Ying Shan, Jianbo Liu",2024,arXiv 2024.08,Whole-Body Motion Tracking and Imitation,"object-interaction, sports, character-anim, skill-reuse",https://arxiv.org/abs/2408.15270,https://ingrid789.github.io/SkillMimic/,https://github.com/wyhuai/SkillMimic,,⭐ Code,no,simulated humanoid + ball,Unified config to learn dribbling/layups/shooting from demonstrations; high-level controller composes acquired skills.
Text2HOI: Text-guided 3D Motion Generation for Hand-Object Interaction,"Junuk Cha, Jihyeon Kim, Jae Shin Yoon, Seungryul Baek",2024,CVPR 2024,Human-Object Interaction Motion Generation,"hand-object, text-conditioned, motion-generation",https://arxiv.org/abs/2404.00562,,https://github.com/JunukCha/Text2HOI,,⭐ Code,no,,Text-guided generation of 3D hand-object motion using contact-aware modeling.
TRUMANS - Scaling Up Dynamic Human-Scene Interaction Modeling,"Nan Jiang, Zhiyuan Zhang, Hongjie Li, et al.",2024,CVPR 2024,Datasets and Benchmarks,"HSI, scenes, contact-aware",https://arxiv.org/abs/2403.08629,https://jnnan.github.io/trumans/,https://github.com/jnnan/trumans_utils,https://jnnan.github.io/trumans/,⭐ Code,no,,15+ hours of mocap human-scene interaction across 100 indoor scenes with part-level dynamics.
UniHSI: Unified Human-Scene Interaction via Prompted Chain-of-Contacts,"Zeqi Xiao, Tai Wang, Jingbo Wang, Jinkun Cao, Wenwei Zhang, Bo Dai, Dahua Lin, Jiangmiao Pang",2024,ICLR 2024,Object-Aware Human Motion Synthesis,"physics, RL, LLM, scene, language",https://arxiv.org/abs/2309.07918,https://xizaoqu.github.io/unihsi/,https://github.com/OpenRobotLab/UniHSI,ScenePlan,⭐ Code,no,,LLM planner emits Chain-of-Contacts; unified controller executes physics-based HSI.
"1X World Model — Evaluating Bits, Not Atoms",1X Technologies World Model Team,2024,1X Tech Report; 2024–2026 release cycle,Humanoid Foundation Models and Generalist Policies,"world-model, video-prediction, EVE, NEO, evaluation-platform",https://www.1x.tech/1x-world-model.pdf,https://www.1x.tech/discover/1x-world-model,https://github.com/1x-technologies/1xgpt,,🧩 Partial Code,yes,1X EVE / NEO humanoid,
Berkeley Humanoid: A Research Platform for Learning-based Control,"Qiayuan Liao, Bike Zhang, Xuanyu Huang, Xiaoyu Huang, Zhongyu Li, Koushil Sreenath",2024,arXiv / IROS 2025,Whole-Body Motion Tracking and Imitation,"humanoid-platform, sim2real, RL, hardware-design",https://arxiv.org/abs/2407.21781,https://berkeley-humanoid.com/,,,🧩 Partial Code,yes,Berkeley Humanoid (mid-scale),Mid-scale low-cost humanoid platform with narrow sim-to-real gap for learning-based locomotion.
Ego-Exo4D - First and Third-Person Skilled Activity,"Kristen Grauman, Andrew Westbury, Lorenzo Torresani, et al.",2024,CVPR 2024,Datasets and Benchmarks,"egocentric, exocentric, multimodal, skilled-activity",https://arxiv.org/abs/2311.18259,https://ego-exo4d-data.org/,,https://ego-exo4d-data.org/,📦 Dataset,no,,"1,286 hours of synchronized ego+exo video with audio, gaze, IMU, point clouds."
HOI-M3 - Multi-Human Multi-Object Interaction in Context,"Juze Zhang, Jingyan Zhang, Zining Song, et al.",2024,CVPR 2024,Datasets and Benchmarks,"multi-human, HOI, multi-object",https://arxiv.org/abs/2404.00299,https://juzezhang.github.io/HOIM3_ProjectPage/,,https://juzezhang.github.io/HOIM3_ProjectPage/,📦 Dataset,no,,"199 sequences, 181M frames of multiple humans + multiple objects via dense RGB and IMU."
Mimicking-Bench: A Benchmark for Generalizable Humanoid-Scene Interaction Learning via Human Mimicking,Yun Liu et al.,2024,arXiv 2024.12,Whole-Body Motion Tracking and Imitation,"benchmark, humanoid-scene, retargeting, IsaacGym, dataset",https://arxiv.org/abs/2412.17730,https://mimicking-bench.github.io/,,,📦 Dataset,no,UniH1 (sim),"First benchmark for retargeting + tracking + imitation across 6 household scene-interaction tasks (11K objects, 23K motions)."
ALOHA Unleashed — A Simple Recipe for Robot Dexterity,"Tony Z. Zhao, Jonathan Tompson, Danny Driess, et al.",2024,CoRL 2024,Whole-Body Control and Loco-Manipulation,"bimanual, dexterous, diffusion-policy, large-data",https://arxiv.org/abs/2410.13126,https://aloha-unleashed.github.io/,❌,,🌐 Project Page,yes,ALOHA 2,26k+ demos + diffusion policies enable challenging bimanual deformable-object and contact-rich manipulation.
ExBody2: Advanced Expressive Humanoid Whole-Body Control,"Mazeyu Ji, Xuanbin Peng, Fangchen Liu, Jialong Li, Ge Yang, Xuxin Cheng, Xiaolong Wang",2024,arXiv 2024.12 (RSS 2025 sub.),Whole-Body Motion Tracking and Imitation,"decoupled-velocity, teacher-student, dataset-curation, Unitree-H1, Unitree-G1",https://arxiv.org/abs/2412.13196,https://exbody2.github.io/,❌,,🌐 Project Page,yes,"Unitree H1, Unitree G1",Generalized whole-body tracker with automatic motion-feasibility curation and decoupled velocity/landmark tracking on H1 and G1.
GR-2 — A Generative Video-Language-Action Model with Web-Scale Knowledge for Robot Manipulation,"Chilam Cheang, Sijin Chen, Zhongren Cui, ... (ByteDance Research)",2024,arXiv (Oct 2024),Humanoid Foundation Models and Generalist Policies,"38M-videos, generative-VLA, multi-task, dual-arm",https://arxiv.org/abs/2410.06158,https://gr2-manipulation.github.io/,,,🌐 Project Page,yes,Dual-arm setups,
Helpful DoggyBot — Open-World Object Fetching using Legged Robots and Vision-Language Models,"Qi Wu, Zipeng Fu, Xuxin Cheng, Xiaolong Wang, Chelsea Finn",2024,CoRL 2024,Whole-Body Control and Loco-Manipulation,"quadruped, VLM, open-world, fetching",https://arxiv.org/abs/2410.00231,https://helpful-doggybot.github.io/,❌,,🌐 Project Page,yes,Unitree Go2 + 1-DoF gripper,"1-DoF ""biting"" gripper + RL whole-body controller + VLM planner for zero-shot open-world fetching."
Learning Humanoid Locomotion over Challenging Terrain,"Ilija Radosavovic, Sarthak Kamat, Trevor Darrell, Jitendra Malik",2024,arXiv (Berkeley),Whole-Body Motion Tracking and Imitation,"humanoid, terrain, transformer, in-context",https://arxiv.org/abs/2410.03654,https://humanoid-challenging-terrain.github.io/,,,🌐 Project Page,yes,Digit,Transformer policy for humanoid locomotion over rough/sloped/stair terrain via large-scale RL.
Mobile-TeleVision - Predictive Motion Priors for Humanoid WBC,Mobile TeleVision Authors,2024,arXiv preprint,Sim-to-Real and Deployment Systems,"teleop, WBC, predictive-priors",https://arxiv.org/abs/2412.07773,https://mobile-tv.github.io/,,,🌐 Project Page,yes,,Predictive motion priors used for humanoid WBC during teleoperation.
OKAMI — Teaching Humanoid Robots Manipulation Skills through Single Video Imitation,"Jinhan Li, Yifeng Zhu, Yuqi Xie, Zhenyu Jiang, Mingyo Seo, Georgios Pavlakos, Yuke Zhu",2024,CoRL 2024,Whole-Body Control and Loco-Manipulation,"video-imitation, object-aware, retargeting",https://arxiv.org/abs/2410.11792,https://ut-austin-rpl.github.io/OKAMI/,❌,,🌐 Project Page,yes,Fourier GR1,Two-stage single-video imitation: open-world plan + object-aware retargeting + closed-loop visuomotor policy (~79%).
Opt2Skill - Imitating Whole-Body Trajectories for Humanoid Loco-Manip,"Wenli Xiao, et al.",2024,arXiv preprint,Sim-to-Real and Deployment Systems,"TrajOpt, loco-manip, imitation",https://arxiv.org/abs/2409.20514,https://opt2skill.github.io/,,,🌐 Project Page,yes,,Pairs trajectory-optimization references with RL imitation for versatile humanoid loco-manip.
Pedipulate — Enabling Manipulation Skills using a Quadruped Robot's Leg,"Philip Arm, Mayank Mittal, Hendrik Kolvenbach, Marco Hutter",2024,ICRA 2024,Whole-Body Control and Loco-Manipulation,"quadruped, pedipulation, door-opening",https://arxiv.org/abs/2402.10837,https://sites.google.com/leggedrobotics.com/pedipulate,❌,,🌐 Project Page,yes,ANYmal D,"One-foot RL position-tracking policy enabling whole-body pedipulation (doors, sample collection, pushing) on ANYmal."
Real-World Humanoid Locomotion with Reinforcement Learning,"Ilija Radosavovic, Tete Xiao, Bike Zhang, Trevor Darrell, Jitendra Malik, Koushil Sreenath",2024,Science Robotics,Whole-Body Motion Tracking and Imitation,"humanoid, transformer, sim2real, in-context-adaptation",https://arxiv.org/abs/2303.03381,https://learning-humanoid-locomotion.github.io/,,,🌐 Project Page,yes,Digit (Agility Robotics),Causal-transformer locomotion policy zero-shot deployed on Digit humanoid for outdoor walking.
"Reinforcement Learning for Versatile, Dynamic, and Robust Bipedal Locomotion Control (Cassie)","Zhongyu Li, Xue Bin Peng, Pieter Abbeel, Sergey Levine, Glen Berseth, Koushil Sreenath",2024,IJRR 2024,Whole-Body Motion Tracking and Imitation,"bipedal, dynamic, jumping, running",https://arxiv.org/abs/2401.16889,https://hybrid-robotics.berkeley.edu/biped/,,,🌐 Project Page,yes,Cassie,"Comprehensive RL framework for versatile dynamic bipedal skills (running, jumping, hopping) on Cassie."
Whole-Body Dynamic Throwing with Legged Manipulators,"Humphrey Munn, et al.",2024,arXiv 2024,Whole-Body Control and Loco-Manipulation,"throwing, dynamic, curriculum, quadruped-arm",https://arxiv.org/abs/2410.05681,https://www.humphreymunn.com/whole-body-dynamic-throwing,❌,,🌐 Project Page,yes,ANYmal + arm,Unified RL controller for base+arm leveraging curriculum to fuse locomotion and manipulation advantages for throwing.
WoCoCo — Learning Whole-Body Humanoid Control with Sequential Contacts,"Chong Zhang, Wenli Xiao, Tairan He, Guanya Shi",2024,CoRL 2024,Whole-Body Control and Loco-Manipulation,"contact-rich, parkour, box-manipulation, climbing",https://arxiv.org/abs/2406.06005,https://lecar-lab.github.io/wococo/,❌,,🌐 Project Page,yes,Unitree H1,"Decomposes contact-rich tasks into sequential contact stages, unlocking jumping, box loco-manip, dancing, climbing."
ARMADA - Augmented Reality for Robot Manipulation and Robot-Free Data Acquisition,,2024,arXiv 2024.12,Datasets and Benchmarks,,https://arxiv.org/abs/2412.10631,https://nataliya.dev/armada,,,🌐 Project Page,no,,AR-based robot-free data acquisition for manipulation.
CG-HOI: Contact-Guided 3D Human-Object Interaction Generation,"Christian Diller, Angela Dai",2024,CVPR 2024,Human-Object Interaction Motion Generation,"diffusion, contact-guided, text-conditioned",https://arxiv.org/abs/2311.16097,https://www.christian-diller.de/projects/cg-hoi/,,,🌐 Project Page,no,,"Joint diffusion of human, object, and contact with cross-attention; contacts guide inference."
CLoSD - Closing the Loop between Simulation and Diffusion for multi-task character control,,2024,arXiv 2024.10,Related Character Animation and Physics-Based Motion Generation,,https://arxiv.org/abs/2410.03441,https://guytevet.github.io/CLoSD-page/,,,🌐 Project Page,no,,Closes the loop between simulation and diffusion for character control.
DexHub and DART - Towards Internet-Scale Robot Data Collection,,2024,arXiv 2024.11,Datasets and Benchmarks,,https://arxiv.org/abs/2411.02214,https://dexhub.ai/project,,,🌐 Project Page,no,,Internet-scale robot data collection platform.
Generating Human Interaction Motions in Scenes with Text Control (TeSMo),"Hongwei Yi, Justus Thies, Michael J. Black, Xue Bin Peng, Davis Rempe",2024,ECCV 2024,Object-Aware Human Motion Synthesis,"diffusion, scene, text-conditioned, navigation",https://arxiv.org/abs/2404.10685,https://research.nvidia.com/labs/toronto-ai/tesmo/,,,🌐 Project Page,no,,Two-stage diffusion: scene-aware navigation + interaction with text control.
GRIP: Generating Interaction Poses Using Spatial Cues and Latent Consistency,"Omid Taheri, Yi Zhou, Dimitrios Tzionas, Yang Zhou, Duygu Ceylan, Soren Pirk, Michael J. Black",2024,3DV 2024,Object-Aware Human Motion Synthesis,"hand-object, latent-consistency, spatial-cues",https://arxiv.org/abs/2308.11617,https://grip.is.tue.mpg.de/,,,🌐 Project Page,no,,Upgrades noisy body+object motion with realistic before/during/after hand interactions.
H-GAP: Humanoid Control with a Generalist Planner,"Zhengyi Jiang, Yueh-Hua Wu, Yi Wu, Pieter Abbeel",2024,ICLR 2024,Whole-Body Motion Tracking and Imitation,"generative-planner, MPC, dm_control, transformer",https://arxiv.org/abs/2312.02682,https://ycxia.github.io/H-GAP/,https://github.com/facebookresearch/hgap,,🌐 Project Page,no,56-DoF dm_control humanoid,"Trajectory-level autoencoding planner trained on MoCapAct, used with MPC at test time to solve novel tasks zero-shot."
Harmon - Whole-Body Motion Generation of Humanoid Robots from Language Descriptions,,2024,arXiv 2024.10,Humanoid Foundation Models and Generalist Policies,,https://arxiv.org/abs/2410.12773,https://ut-austin-rpl.github.io/Harmon/,,,🌐 Project Page,no,,Whole-body humanoid motion generation from language.
Human-Object Interaction from Human-Level Instructions (HOI-HLI),"Zhen Wu, Jiaman Li, Pei Xu, C. Karen Liu",2024,arXiv 2024.06,Human-Object Interaction Motion Generation,"LLM-planning, HOI, long-horizon, scene",https://arxiv.org/abs/2406.17840,https://hoifhli.github.io/,,,🌐 Project Page,no,,LLM decomposes high-level instructions into sub-task HOIs and waypoints feeding CHOIS.
Humanoid Locomotion as Next Token Prediction,,2024,arXiv 2024.02,Humanoid Foundation Models and Generalist Policies,,https://arxiv.org/abs/2402.19469,https://humanoid-next-token-prediction.github.io/,,,🌐 Project Page,no,,Treats humanoid locomotion as next-token prediction.
ManiSkill-HAB - A Benchmark for Low-Level Manipulation in Home Rearrangement Tasks,,2024,arXiv 2024.12,Datasets and Benchmarks,,https://arxiv.org/abs/2412.13211,https://arth-shukla.github.io/mshab/,,,🌐 Project Page,no,,Benchmark for low-level manipulation in home rearrangement.
PDP: Physics-Based Character Animation via Diffusion Policy,"Takara Truong, Michael Piseno, Zhaoming Xie, C. Karen Liu",2024,SIGGRAPH Asia 2024,Related Character Animation and Physics-Based Motion Generation,"diffusion-policy, behavior-cloning, perturbation-recovery",https://arxiv.org/abs/2406.00960,https://stanford-tml.github.io/PDP.github.io/,,,🌐 Project Page,no,sim-only humanoid,Diffusion policy trained on noisy-state/clean-action pairs yields robust physics character control.
PhysMotion: Physics-Grounded Dynamics From a Single Image,"Tianyi Xie, Yiwei Zhao, Ying Jiang, Chenfanfu Jiang",2024,arXiv 2024,Related Character Animation and Physics-Based Motion Generation,"MPM, image-to-video, physics-simulation",https://arxiv.org/abs/2411.17189,https://supertan0204.github.io/physmotion_website/,,,🌐 Project Page,no,differentiable MPM (continuum),Single-image to physics-grounded video using differentiable MPM + diffusion refinement.
SuperPADL: Scaling Language-Directed Physics-Based Control with Progressive Supervised Distillation,"Jordan Juravsky, Yunrong Guo, Sanja Fidler, Xue Bin Peng",2024,SIGGRAPH 2024,Whole-Body Motion Tracking and Imitation,"text-to-motion, distillation, character-anim",https://arxiv.org/abs/2407.10481,https://xbpeng.github.io/projects/SuperPADL/index.html,,,🌐 Project Page,no,simulated humanoid,Scales language-directed physics control to 5K+ skills via progressive RL→supervised distillation.
UH-1 - Learning from Massive Human Videos for Universal Humanoid Pose Control,,2024,arXiv 2024.12,Whole-Body Motion Tracking and Imitation,,https://arxiv.org/abs/2412.14172,https://usc-gvl.github.io/UH-1/,,,🌐 Project Page,no,,Universal humanoid pose control trained on massive human videos.
ARMOR — Egocentric Perception for Humanoid Robot Collision Avoidance and Motion Planning,"Daehwa Kim, et al.",2024,arXiv 2024,Whole-Body Control and Loco-Manipulation,"egocentric-perception, motion-planning, collision",https://arxiv.org/abs/2412.00396,https://arxiv.org/abs/2412.00396,❌,,❌ No Code,yes,Humanoid,Distributed wearable depth sensors + transformer policy for humanoid collision-aware whole-body motion.
Denoising World Model Learning for Humanoid Locomotion,"Xinyang Gu, et al.",2024,arXiv preprint,Sim-to-Real and Deployment Systems,"world-model, terrain, locomotion",https://arxiv.org/abs/2408.14472,,,,❌ No Code,yes,,Denoising world-model RL pushes humanoid locomotion onto challenging terrains.
RT-H — Action Hierarchies Using Language,"Suneel Belkhale, Ted Xiao, Pierre Sermanet, ... (Google DeepMind)",2024,arXiv (Mar 2024),Humanoid Foundation Models and Generalist Policies,"language-motions, hierarchy, intervention, RT-2-based",https://arxiv.org/abs/2403.01823,https://rt-hierarchy.github.io/,,,❌ No Code,yes,Everyday Robots,
VMP: Versatile Motion Priors for Robustly Tracking Motion on Physical Characters,Agon Serifi et al. (Disney Research),2024,SCA 2024 (Computer Graphics Forum),Whole-Body Motion Tracking and Imitation,"VAE, motion-prior, sim2real, bipedal",https://la.disneyresearch.com/wp-content/uploads/VMP_paper.pdf,https://la.disneyresearch.com/publication/vmp-versatile-motion-priors-for-robustly-tracking-motion-on-physical-characters/,,,❌ No Code,yes,simulated character + bipedal robot,Two-stage VAE+policy framework that produces a versatile motion prior transferable to a real bipedal robot.
EMOTION - Expressive Motion Sequence Generation for Humanoid Robots with In-Context Learning,,2024,arXiv 2024.10,Whole-Body Motion Tracking and Imitation,,https://arxiv.org/abs/2410.23234,,,,❌ No Code,no,,In-context expressive motion generation for humanoids.
High-Speed and Impact Resilient Teleoperation of Humanoid Robots,,2024,arXiv 2024.09,Teleoperation and Demonstration Collection,,https://arxiv.org/abs/2409.04639v1,,,,❌ No Code,no,,High-speed impact-resilient humanoid teleoperation.
HOIAnimator: Generating Text-prompt Human-object Animations using Novel Perceptive Diffusion Models,"Weilin Wan, Yiming Huang, Shutong Wu, Taku Komura, Wenping Wang, Dinesh Jayaraman, Lingjie Liu",2024,CVPR 2024,Human-Object Interaction Motion Generation,"diffusion, text-conditioned, perceptive-message-passing",https://openaccess.thecvf.com/content/CVPR2024/papers/Song_HOIAnimator_Generating_Text-prompt_Human-object_Animations_using_Novel_Perceptive_Diffusion_Models_CVPR_2024_paper.pdf,,,,❌ No Code,no,,Dual perceptive diffusion with cross-modality message passing and Interaction Contact Field.
Human-Humanoid Robots Cross-Embodiment Behavior-Skill Transfer Using Decomposed Adversarial Learning from Demonstration,,2024,arXiv 2024.12,Whole-Body Motion Tracking and Imitation,,https://arxiv.org/abs/2412.15166,,,,❌ No Code,no,,Cross-embodiment skill transfer via decomposed adversarial imitation.
MotionGPT-2 — A General-Purpose Motion-Language Model for Motion Generation and Understanding,"Yuan Wang, Di Huang, ... (Fudan)",2024,arXiv (Oct 2024),Humanoid Foundation Models and Generalist Policies,"Part-Aware-VQVAE, holistic-3D-motion, multimodal",https://arxiv.org/abs/2410.21747,,,,❌ No Code,no,Human motion,
NL2Contact: Natural Language Guided 3D Hand-Object Contact Modeling,"Zhongqun Zhang, Hengfei Wang, Ziwei Yu, Yihua Cheng, Angela Yao, Hyung Jin Chang",2024,ECCV 2024,Object-Aware Human Motion Synthesis,"language, contact, hand-object, diffusion",https://arxiv.org/abs/2407.12727,,,,❌ No Code,no,,Language-conditioned hand-object contact modeling with stratified generation.
Purposer: Putting Human Motion Generation in Context,"Nicolas Ugrinovic, Thomas Lucas, Fabien Baradel, Philippe Weinzaepfel, Gregory Rogez, Francesc Moreno-Noguer",2024,3DV 2024,Object-Aware Human Motion Synthesis,"scene, navigation, contact, sparse-cues",https://arxiv.org/abs/2404.12942,https://europe.naverlabs.com/research/publications/purposer-putting-human-motion-generation-in-context/,,,❌ No Code,no,,Generates motions in 3D scenes from sparse goals/keyframes/contact cues.
Scaling Large Motion Models with Million-Level Human Motions,,2024,arXiv 2024.10,Humanoid Foundation Models and Generalist Policies,,https://arxiv.org/abs/2410.03311,,,,❌ No Code,no,,Scaling large motion models with million-level human motion data.
ACT — Learning Fine-Grained Bimanual Manipulation with Low-Cost Hardware (ALOHA),"Tony Z. Zhao, Vikash Kumar, Sergey Levine, Chelsea Finn",2023,RSS 2023,Humanoid Foundation Models and Generalist Policies,"action-chunking, CVAE, bimanual, low-cost",https://arxiv.org/abs/2304.13705,https://tonyzhaozh.github.io/aloha/,https://github.com/tonyzhaozh/act,,⭐ Code,yes,ALOHA bimanual,
